,amount,retry_count,revenue_lost,transaction_time_year,transaction_time_month,transaction_time_day,transaction_time_dayofweek,transaction_time_hour,transaction_time_minute,transaction_time_quarter,transaction_time_week,transaction_time_is_weekend,transaction_time_is_month_start,transaction_time_is_month_end,days_since_first_txn,customer_age,customer_txn_count,transaction_score,customer_total_value,customer_avg_transaction,customer_transaction_count,customer_transaction_std,calculated_fee,net_amount,calculated_discount
customer_age,-0.007964601822859086,-0.00043829808238052915,0.01792072799095938,,0.0033232934734571777,0.014960695201160295,0.014415730043852815,0.004939252061312305,-0.022984719928671665,0.0026801267168461073,0.004214484459120692,0.015036043405478755,0.02069786730090169,0.008112761236565619,9.314220995484722e-05,1.0,-0.020788784219111085,-0.01655966581694616,-0.02735102924257841,-0.010264154893575544,-0.020788784219111085,-0.009381064941099398,-0.00010979517028396911,-0.006448578187382092,-0.014261373188039602
customer_txn_count,-0.009890668856639152,-0.009146051569971645,-0.007107989475214707,,0.0009660698938558594,0.012926175626814465,-0.00462475990448669,-0.009798098883599742,0.008425123894734264,0.005219813637144711,0.002061990399660128,-0.0007461686822826217,-0.006734628721881581,0.007766019418532393,0.439208026749159,-0.020788784219111085,1.0,0.44296280277822103,0.7897371509643955,-0.012723414001756047,1.0,0.09411401820176223,-0.01728968627170048,-0.00778285710069322,-0.019243129089923074
transaction_score,0.8921149393090582,-0.0011184924974058335,0.0804500739904303,,-0.009334325589665661,0.017996196614768437,-0.0026680312330838885,-0.00543970631009313,0.011929408026360862,-0.006891918713659414,-0.0077652062769677,-0.0030013205418245813,-0.0034155006393330415,0.014222030802628575,0.19197200033323938,-0.01655966581694616,0.44296280277822103,1.0,0.7280384933959579,0.6912193809010166,0.44296280277822103,0.05324751588247617,0.7198852301176738,0.8862566263260935,0.4804543934160956
customer_total_value,0.4140282818676084,-0.010124594130990103,0.029025730530572003,,-0.006307231579686881,0.01676305280309921,-0.014475476471676706,-0.013905601808172753,0.006152256789346196,-0.0023672373795975803,-0.004637701251427795,-0.007084736032715632,-0.012678662258076668,0.010968839919991863,0.3515899923017503,-0.02735102924257841,0.7897371509643955,0.7280384933959579,1.0,0.5326083227479178,0.7897371509643955,0.07975300069145293,0.32972537682605985,0.41248828337803983,0.2149472079807759
customer_avg_transaction,0.7773597659138277,-0.005006774791837438,0.07291357238911654,,-0.006574766120216148,0.01237405144022279,-0.0020595220465204093,-0.01458169987350711,0.009167325288525766,-0.006316080426394346,-0.005477071270441516,-0.0035865876129184742,-0.018307786212627075,0.014113475654653984,-0.0006570059153158974,-0.010264154893575544,-0.012723414001756047,0.6912193809010166,0.5326083227479178,1.0,-0.012723414001756035,0.029509296411746908,0.6367129831976304,0.7711374900739756,0.42626513170089875
customer_transaction_count,-0.009890668856639152,-0.009146051569971645,-0.007107989475214707,,0.0009660698938558594,0.012926175626814465,-0.00462475990448669,-0.009798098883599742,0.008425123894734264,0.005219813637144711,0.002061990399660128,-0.0007461686822826217,-0.006734628721881581,0.007766019418532393,0.439208026749159,-0.020788784219111085,1.0,0.44296280277822103,0.7897371509643955,-0.012723414001756035,1.0,0.09411401820176223,-0.01728968627170048,-0.00778285710069322,-0.019243129089923074
customer_transaction_std,0.018849971794086227,0.0101219096984986,0.014951290945024917,,-0.010119332640534488,0.0112334729520186,0.011367416183191537,-0.009097785697419442,0.0012043896471302645,-0.017127511328742594,-0.009413957971971731,0.005563648244619069,0.0007134531606520141,0.016818817829852565,0.007846143302962665,-0.009381064941099398,0.09411401820176223,0.05324751588247617,0.07975300069145293,0.029509296411746908,0.09411401820176223,1.0,0.0055976390592498045,0.020226948098044796,6.123361461690604e-05
calculated_fee,0.81163322618039,0.015158392606771369,0.07087148077584857,,-0.002340929294713535,0.0037794700057541563,0.003410334510480366,-0.01248338867407144,0.012016392731709303,-0.0012103959592886895,-0.002079592643685018,0.003263850779944034,-0.0029079840484603015,0.003349927985396803,-0.006969916755088802,-0.00010979517028396911,-0.01728968627170048,0.7198852301176738,0.32972537682605985,0.6367129831976304,-0.01728968627170048,0.0055976390592498045,1.0,0.805267067772557,0.44417029062221264
net_amount,0.9924037368099786,0.003228124564806697,0.09157507547367205,,-0.013016058232250395,0.0148867336271259,-0.0009118576132264787,-0.0013645270726847243,0.010609015864471251,-0.01255915493348136,-0.011700885260523902,-0.003583220873266981,-0.0016414819286346175,0.01263000453393126,-0.007778253764276756,-0.006448578187382092,-0.00778285710069322,0.8862566263260935,0.41248828337803983,0.7711374900739756,-0.00778285710069322,0.020226948098044796,0.805267067772557,1.0,0.43832357975570724
calculated_discount,0.545569753803628,0.0025694396928691394,0.057909014291322704,,0.009048206110129008,-0.002357447377334966,0.0014983487485438238,0.0010438255009708817,-0.00608124067091512,0.010176580618825015,0.008840303886070504,0.0026999545691909544,0.008146009064818382,0.0012600980101210664,0.00021883083432621778,-0.014261373188039602,-0.019243129089923074,0.4804543934160956,0.2149472079807759,0.42626513170089875,-0.019243129089923074,6.123361461690604e-05,0.44417029062221264,0.43832357975570724,1.0
