customer_id,txn_count,total_spend,avg_spend,days_active,txn_count_norm,total_spend_norm,behaviour_score,segment
C1056,2,94073.0,47036.5,199,2.0408163265306123,47.010005002501245,24.525410664515928,Dormant
C1058,1,80702.0,80702.0,0,0.0,40.32116058029015,20.160580290145074,Dormant
C1060,3,112568.0,37522.666666666664,10,4.081632653061225,56.26213106553276,30.171881859296995,Low-Activity
C1062,1,23241.0,23241.0,0,0.0,11.576288144072036,5.788144072036018,Dormant
C1064,2,119951.0,59975.5,9,2.0408163265306123,59.95547773886943,30.99814703270002,Low-Activity
C1065,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1066,3,38442.0,12814.0,131,4.081632653061225,19.180590295147574,11.631111474104399,Dormant
C1067,2,104893.0,52446.5,63,2.0408163265306123,52.42271135567784,27.231763841104225,Low-Activity
C1068,1,86265.0,86265.0,0,0.0,43.10405202601301,21.552026013006504,Dormant
C1069,1,21959.0,21959.0,0,0.0,10.934967483741872,5.467483741870936,Dormant
C1071,3,229809.0,76603.0,269,4.081632653061225,100.0,52.04081632653061,Active
C1072,1,69312.0,69312.0,0,0.0,34.62331165582791,17.311655827913956,Dormant
C1073,1,69537.0,69537.0,0,0.0,34.735867933966986,17.367933966983493,Dormant
C1074,2,89029.0,44514.5,200,2.0408163265306123,44.48674337168585,23.26377984910823,Dormant
C1075,2,54811.0,27405.5,75,2.0408163265306123,27.369184592296147,14.70500045941338,Dormant
C1076,2,58238.0,29119.0,87,2.0408163265306123,29.08354177088544,15.562179048708026,Dormant
C1077,1,96704.0,96704.0,0,0.0,48.32616308154077,24.163081540770385,Dormant
C1078,2,127694.0,63847.0,56,2.0408163265306123,63.82891445722861,32.93486539187961,Low-Activity
C1080,2,65637.0,32818.5,121,2.0408163265306123,32.78489244622311,17.41285438637686,Dormant
C1081,2,88320.0,44160.0,300,2.0408163265306123,44.13206603301651,23.08644117977356,Dormant
C1082,1,35028.0,35028.0,0,0.0,17.47273636818409,8.736368184092045,Dormant
C1086,1,11413.0,11413.0,0,0.0,5.659329664832416,2.829664832416208,Dormant
C1087,1,51264.0,51264.0,0,0.0,25.59479739869935,12.797398699349674,Dormant
C1089,2,152739.0,76369.5,148,2.0408163265306123,76.3576788394197,39.19924758297516,Low-Activity
C1090,1,30997.0,30997.0,0,0.0,15.456228114057028,7.728114057028514,Dormant
C1091,1,10690.0,10690.0,0,0.0,5.297648824412206,2.648824412206103,Dormant
C1092,1,9847.0,9847.0,0,0.0,4.875937968984492,2.437968984492246,Dormant
C1093,1,25056.0,25056.0,0,0.0,12.48424212106053,6.242121060530265,Dormant
C1094,1,7084.0,7084.0,0,0.0,3.4937468734367183,1.7468734367183592,Dormant
C1095,1,45097.0,45097.0,0,0.0,22.50975487743872,11.25487743871936,Dormant
C1096,1,49628.0,49628.0,0,0.0,24.77638819409705,12.388194097048524,Dormant
C1097,1,66450.0,66450.0,0,0.0,33.19159579789895,16.595797898949474,Dormant
C1098,2,69195.0,34597.5,314,2.0408163265306123,34.5647823911956,18.302799358863105,Dormant
C1100,2,37281.0,18640.5,164,2.0408163265306123,18.599799899949975,10.320308113240294,Dormant
C1104,2,68672.0,34336.0,57,2.0408163265306123,34.30315157578789,18.171983951159252,Dormant
C1105,4,139175.0,34793.75,192,6.122448979591836,69.57228614307154,37.84736756133169,Low-Activity
C1107,2,49155.0,24577.5,64,2.0408163265306123,24.539769884942473,13.290293105736543,Dormant
C1108,1,16003.0,16003.0,0,0.0,7.955477738869435,3.9777388694347176,Dormant
C1109,1,58022.0,58022.0,0,0.0,28.975487743871938,14.487743871935969,Dormant
C1110,1,92262.0,92262.0,0,0.0,46.104052026013,23.0520260130065,Dormant
C1112,1,84574.0,84574.0,0,0.0,42.25812906453227,21.129064532266135,Dormant
C1114,1,58907.0,58907.0,0,0.0,29.41820910455228,14.70910455227614,Dormant
C1115,1,70202.0,70202.0,0,0.0,35.068534267133565,17.534267133566782,Dormant
C1116,1,594.0,594.0,0,0.0,0.24712356178089043,0.12356178089044521,Dormant
C1117,2,127191.0,63595.5,30,2.0408163265306123,63.57728864432216,32.809052485426385,Low-Activity
C1118,1,38048.0,38048.0,0,0.0,18.983491745872936,9.491745872936468,Dormant
C1120,2,79700.0,39850.0,56,2.0408163265306123,39.81990995497749,20.93036314075405,Dormant
C1122,1,41887.0,41887.0,0,0.0,20.903951975987994,10.451975987993997,Dormant
C1124,2,177316.0,88658.0,50,2.0408163265306123,88.65232616308154,45.34657124480608,Low-Activity
C1125,2,67161.0,33580.5,125,2.0408163265306123,33.54727363681841,17.79404498167451,Dormant
C1126,2,104687.0,52343.5,150,2.0408163265306123,52.319659829914954,27.180238078222782,Low-Activity
C1128,1,69998.0,69998.0,0,0.0,34.96648324162081,17.483241620810404,Dormant
C1129,1,17111.0,17111.0,0,0.0,8.509754877438718,4.254877438719359,Dormant
C1130,1,2100.0,2100.0,0,0.0,1.0005002501250626,0.5002501250625313,Dormant
C1132,1,88042.0,88042.0,0,0.0,43.99299649824913,21.996498249124564,Dormant
C1133,1,46450.0,46450.0,0,0.0,23.186593296648326,11.593296648324163,Dormant
C1136,1,40500.0,40500.0,0,0.0,20.210105052526263,10.105052526263131,Dormant
C1137,1,86879.0,86879.0,0,0.0,43.4112056028014,21.7056028014007,Dormant
C1138,2,79072.0,39536.0,158,2.0408163265306123,39.50575287643822,20.773284601484416,Dormant
C1139,1,55861.0,55861.0,0,0.0,27.894447223611806,13.947223611805903,Dormant
C1140,2,119405.0,59702.5,143,2.0408163265306123,59.682341170585296,30.861578748557953,Low-Activity
C1141,1,2655.0,2655.0,0,0.0,1.2781390695347674,0.6390695347673837,Dormant
C1142,2,142844.0,71422.0,143,2.0408163265306123,71.40770385192596,36.72426008922829,Low-Activity
C1143,2,109052.0,54526.0,68,2.0408163265306123,54.50325162581291,28.27203397617176,Low-Activity
C1144,1,56115.0,56115.0,0,0.0,28.021510755377687,14.010755377688843,Dormant
C1145,4,329093.0,82273.25,238,6.122448979591836,100.0,53.06122448979592,Active
C1146,1,90830.0,90830.0,0,0.0,45.38769384692346,22.69384692346173,Dormant
C1147,1,41732.0,41732.0,0,0.0,20.8264132066033,10.41320660330165,Dormant
C1148,3,246500.0,82166.66666666667,132,4.081632653061225,100.0,52.04081632653061,Active
C1151,2,85889.0,42944.5,69,2.0408163265306123,42.915957978989496,22.478387152760053,Dormant
C1152,1,75490.0,75490.0,0,0.0,37.71385692846423,18.856928464232116,Dormant
C1153,3,100543.0,33514.333333333336,116,4.081632653061225,50.246623311655824,27.164127982358526,Low-Activity
C1154,3,158276.0,52758.666666666664,92,4.081632653061225,79.12756378189094,41.60459821747608,Low-Activity
C1155,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1156,1,98895.0,98895.0,0,0.0,49.422211105552776,24.711105552776388,Dormant
C1158,1,9996.0,9996.0,0,0.0,4.950475237618809,2.4752376188094045,Dormant
C1159,1,13655.0,13655.0,0,0.0,6.780890445222611,3.3904452226113055,Dormant
C1160,1,1936.0,1936.0,0,0.0,0.9184592296148073,0.45922961480740365,Dormant
C1161,2,15276.0,7638.0,296,2.0408163265306123,7.591795897948975,4.816306112239793,Dormant
C1162,2,108593.0,54296.5,146,2.0408163265306123,54.27363681840921,28.15722657246991,Low-Activity
C1163,1,3302.0,3302.0,0,0.0,1.6018009004502252,0.8009004502251126,Dormant
C1164,1,73631.0,73631.0,0,0.0,36.78389194597298,18.39194597298649,Dormant
C1165,2,98925.0,49462.5,30,2.0408163265306123,49.43721860930465,25.73901746791763,Low-Activity
C1166,1,17721.0,17721.0,0,0.0,8.814907453726864,4.407453726863432,Dormant
C1171,2,124459.0,62229.5,194,2.0408163265306123,62.210605302651324,32.12571081459097,Low-Activity
C1172,1,47080.0,47080.0,0,0.0,23.50175087543772,11.75087543771886,Dormant
C1174,2,130173.0,65086.5,114,2.0408163265306123,65.06903451725863,33.55492542189462,Low-Activity
C1175,1,64196.0,64196.0,0,0.0,32.06403201600801,16.032016008004003,Dormant
C1178,2,100239.0,50119.5,102,2.0408163265306123,50.09454727363681,26.06768180008371,Low-Activity
C1179,1,76328.0,76328.0,0,0.0,38.133066533266636,19.066533266633318,Dormant
C1182,2,154341.0,77170.5,44,2.0408163265306123,77.15907953976988,39.59994793315025,Low-Activity
C1183,1,62358.0,62358.0,0,0.0,31.144572286143074,15.572286143071537,Dormant
C1185,1,55529.0,55529.0,0,0.0,27.72836418209105,13.864182091045524,Dormant
C1186,1,41819.0,41819.0,0,0.0,20.86993496748374,10.43496748374187,Dormant
C1187,2,110872.0,55436.0,323,2.0408163265306123,55.41370685342672,28.727261589978664,Low-Activity
C1189,1,89501.0,89501.0,0,0.0,44.722861430715355,22.361430715357677,Dormant
C1190,2,70485.0,35242.5,80,2.0408163265306123,35.210105052526266,18.62546068952844,Dormant
C1191,3,169732.0,56577.333333333336,34,4.081632653061225,84.8584292146073,44.47003093383426,Low-Activity
C1192,2,82530.0,41265.0,90,2.0408163265306123,41.23561780890445,21.63821706771753,Dormant
C1193,2,168834.0,84417.0,105,2.0408163265306123,84.40920460230114,43.22501046441588,Low-Activity
C1194,1,67061.0,67061.0,0,0.0,33.49724862431216,16.74862431215608,Dormant
C1195,1,99098.0,99098.0,0,0.0,49.52376188094047,24.761880940470235,Dormant
C1197,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1198,1,8299.0,8299.0,0,0.0,4.101550775387694,2.050775387693847,Dormant
C1201,2,134122.0,67061.0,40,2.0408163265306123,67.04452226113057,34.54266929383059,Low-Activity
C1202,1,48615.0,48615.0,0,0.0,24.269634817408704,12.134817408704352,Dormant
C1203,2,113477.0,56738.5,171,2.0408163265306123,56.71685842921461,29.37883737787261,Low-Activity
C1204,2,68133.0,34066.5,104,2.0408163265306123,34.03351675837919,18.0371665424549,Dormant
C1205,1,20721.0,20721.0,0,0.0,10.315657828914457,5.1578289144572285,Dormant
C1206,2,93658.0,46829.0,286,2.0408163265306123,46.8024012006003,24.421608763565455,Dormant
C1207,3,100646.0,33548.666666666664,102,4.081632653061225,50.29814907453727,27.18989086379925,Low-Activity
C1209,2,79063.0,39531.5,139,2.0408163265306123,39.50125062531266,20.771033475921634,Dormant
C1211,1,35909.0,35909.0,0,0.0,17.91345672836418,8.95672836418209,Dormant
C1212,1,51799.0,51799.0,0,0.0,25.862431215607806,12.931215607803903,Dormant
C1213,1,4351.0,4351.0,0,0.0,2.1265632816408204,1.0632816408204102,Dormant
C1215,2,124020.0,62010.0,218,2.0408163265306123,61.99099549774888,32.01590591213974,Low-Activity
C1220,1,90471.0,90471.0,0,0.0,45.20810405202601,22.604052026013004,Dormant
C1223,2,130594.0,65297.0,189,2.0408163265306123,65.27963981990995,33.66022807322028,Low-Activity
C1224,3,154116.0,51372.0,199,4.081632653061225,77.04652326163082,40.56407795734602,Low-Activity
C1225,2,109072.0,54536.0,90,2.0408163265306123,54.51325662831415,28.27703647742238,Low-Activity
C1226,3,151614.0,50538.0,96,4.081632653061225,75.79489744872436,39.93826505089279,Low-Activity
C1227,1,39421.0,39421.0,0,0.0,19.67033516758379,9.835167583791895,Dormant
C1228,1,29054.0,29054.0,0,0.0,14.48424212106053,7.242121060530265,Dormant
C1229,1,66327.0,66327.0,0,0.0,33.13006503251626,16.56503251625813,Dormant
C1231,1,88483.0,88483.0,0,0.0,44.2136068034017,22.10680340170085,Dormant
C1232,3,119583.0,39861.0,292,4.081632653061225,59.77138569284642,31.926509172953825,Low-Activity
C1233,3,149328.0,49776.0,165,4.081632653061225,74.65132566283141,39.366479157946316,Low-Activity
C1234,4,213350.0,53337.5,195,6.122448979591836,100.0,53.06122448979592,Active
C1235,2,79877.0,39938.5,137,2.0408163265306123,39.90845422711355,20.97463527682208,Dormant
C1236,1,41065.0,41065.0,0,0.0,20.492746373186595,10.246373186593297,Dormant
C1237,1,8090.0,8090.0,0,0.0,3.9969984992496244,1.9984992496248122,Dormant
C1238,2,119955.0,59977.5,282,2.0408163265306123,59.957478739369684,30.999147532950147,Low-Activity
C1240,1,79088.0,79088.0,0,0.0,39.513756878439224,19.756878439219612,Dormant
C1241,1,88304.0,88304.0,0,0.0,44.12406203101551,22.062031015507756,Dormant
C1242,2,175792.0,87896.0,174,2.0408163265306123,87.88994497248625,44.96538064950843,Low-Activity
C1243,1,60272.0,60272.0,0,0.0,30.10105052526263,15.050525262631314,Dormant
C1244,3,152362.0,50787.333333333336,258,4.081632653061225,76.16908454227114,40.12535859766618,Low-Activity
C1246,3,125023.0,41674.333333333336,179,4.081632653061225,62.49274637318659,33.287189513123906,Low-Activity
C1249,3,78619.0,26206.333333333332,167,4.081632653061225,39.279139569784896,21.68038611142306,Dormant
C1250,2,90126.0,45063.0,121,2.0408163265306123,45.035517758879436,23.538167042705023,Dormant
C1253,1,96114.0,96114.0,0,0.0,48.03101550775388,24.01550775387694,Dormant
C1255,3,129598.0,43199.333333333336,177,4.081632653061225,64.78139069534767,34.431511674204444,Low-Activity
C1256,3,91972.0,30657.333333333332,229,4.081632653061225,45.95897948974487,25.02030607140305,Low-Activity
C1258,2,43231.0,21615.5,217,2.0408163265306123,21.576288144072038,11.808552235301326,Dormant
C1260,1,59914.0,59914.0,0,0.0,29.921960980490248,14.960980490245124,Dormant
C1261,1,91791.0,91791.0,0,0.0,45.86843421710856,22.93421710855428,Dormant
C1262,2,109988.0,54994.0,184,2.0408163265306123,54.97148574287144,28.506151034701023,Low-Activity
C1264,3,167069.0,55689.666666666664,164,4.081632653061225,83.52626313156578,43.8039478923135,Low-Activity
C1267,1,53314.0,53314.0,0,0.0,26.620310155077537,13.310155077538768,Dormant
C1268,1,47365.0,47365.0,0,0.0,23.64432216108054,11.82216108054027,Dormant
C1269,2,56724.0,28362.0,80,2.0408163265306123,28.326163081540773,15.183489704035694,Dormant
C1270,4,111867.0,27966.75,236,6.122448979591836,55.91145572786394,31.016952353727888,Low-Activity
C1271,3,266732.0,88910.66666666667,260,4.081632653061225,100.0,52.04081632653061,Active
C1272,1,89086.0,89086.0,0,0.0,44.51525762881441,22.257628814407205,Dormant
C1276,1,35891.0,35891.0,0,0.0,17.904452226113058,8.952226113056529,Dormant
C1277,5,268757.0,53751.4,177,8.16326530612245,100.0,54.08163265306123,Active
C1278,1,44850.0,44850.0,0,0.0,22.386193096548272,11.193096548274136,Dormant
C1279,1,68262.0,68262.0,0,0.0,34.09804902451226,17.04902451225613,Dormant
C1281,1,5885.0,5885.0,0,0.0,2.8939469734867433,1.4469734867433717,Dormant
C1282,2,156679.0,78339.5,129,2.0408163265306123,78.32866433216608,40.18474032934835,Low-Activity
C1283,1,65827.0,65827.0,0,0.0,32.879939969984996,16.439969984992498,Dormant
C1285,2,65466.0,32733.0,59,2.0408163265306123,32.69934967483742,17.370083000684016,Dormant
C1287,1,17267.0,17267.0,0,0.0,8.587793896948474,4.293896948474237,Dormant
C1288,1,42780.0,42780.0,0,0.0,21.350675337668832,10.675337668834416,Dormant
C1289,1,74002.0,74002.0,0,0.0,36.969484742371186,18.484742371185593,Dormant
C1292,2,148250.0,74125.0,226,2.0408163265306123,74.11205602801401,38.07643617727231,Low-Activity
C1294,4,92744.0,23186.0,277,6.122448979591836,46.345172586293145,26.23381078294249,Low-Activity
C1295,1,93748.0,93748.0,0,0.0,46.84742371185593,23.423711855927966,Dormant
C1296,1,21156.0,21156.0,0,0.0,10.533266633316659,5.2666333166583295,Dormant
C1297,1,89602.0,89602.0,0,0.0,44.77338669334667,22.386693346673336,Dormant
C1298,2,82812.0,41406.0,96,2.0408163265306123,41.37668834417209,21.70875233535135,Dormant
C1300,1,70624.0,70624.0,0,0.0,35.27963981990995,17.639819909954976,Dormant
C1301,2,133738.0,66869.0,151,2.0408163265306123,66.85242621310655,34.446621269818586,Low-Activity
C1302,2,142117.0,71058.5,40,2.0408163265306123,71.04402201100551,36.54241916876806,Low-Activity
C1305,1,60740.0,60740.0,0,0.0,30.335167583791893,15.167583791895947,Dormant
C1306,1,25496.0,25496.0,0,0.0,12.704352176088044,6.352176088044022,Dormant
C1307,3,77146.0,25715.333333333332,261,4.081632653061225,38.54227113556779,21.311951894314507,Dormant
C1308,1,1874.0,1874.0,0,0.0,0.8874437218609305,0.44372186093046523,Dormant
C1310,1,59837.0,59837.0,0,0.0,29.883441720860432,14.941720860430216,Dormant
C1312,1,24053.0,24053.0,0,0.0,11.982491245622812,5.991245622811406,Dormant
C1314,2,84654.0,42327.0,324,2.0408163265306123,42.298149074537264,22.169482700533937,Dormant
C1317,2,35350.0,17675.0,170,2.0408163265306123,17.63381690845423,9.837316617492421,Dormant
C1318,2,151850.0,75925.0,153,2.0408163265306123,75.91295647823912,38.97688640238487,Low-Activity
C1319,1,62996.0,62996.0,0,0.0,31.463731865932964,15.731865932966482,Dormant
C1320,2,86111.0,43055.5,147,2.0408163265306123,43.02701350675338,22.533914916641994,Dormant
C1321,1,2574.0,2574.0,0,0.0,1.2376188094047023,0.6188094047023511,Dormant
C1324,2,51499.0,25749.5,11,2.0408163265306123,25.712356178089045,13.87658625230983,Dormant
C1325,2,12625.0,6312.5,214,2.0408163265306123,6.265632816408203,4.153224571469408,Dormant
C1328,1,1876.0,1876.0,0,0.0,0.8884442221110554,0.4442221110555277,Dormant
C1329,4,164000.0,41000.0,123,6.122448979591836,81.99099549774887,44.05672223867035,Low-Activity
C1330,1,62226.0,62226.0,0,0.0,31.07853926963482,15.53926963481741,Dormant
C1331,3,200204.0,66734.66666666667,90,4.081632653061225,100.0,52.04081632653061,Active
C1336,1,75776.0,75776.0,0,0.0,37.85692846423211,18.928464232116056,Dormant
C1338,1,89863.0,89863.0,0,0.0,44.903951975987994,22.451975987993997,Dormant
C1340,5,317384.0,63476.8,296,8.16326530612245,100.0,54.08163265306123,Active
C1341,1,5459.0,5459.0,0,0.0,2.6808404202101053,1.3404202101050526,Dormant
C1342,1,51931.0,51931.0,0,0.0,25.92846423211606,12.96423211605803,Dormant
C1343,2,154224.0,77112.0,34,2.0408163265306123,77.10055027513756,39.57068330083409,Low-Activity
C1345,1,64353.0,64353.0,0,0.0,32.14257128564282,16.07128564282141,Dormant
C1347,1,13095.0,13095.0,0,0.0,6.500750375187595,3.2503751875937974,Dormant
C1348,1,53216.0,53216.0,0,0.0,26.57128564282141,13.285642821410706,Dormant
C1349,1,75998.0,75998.0,0,0.0,37.96798399199599,18.983991995997997,Dormant
C1350,1,93001.0,93001.0,0,0.0,46.473736868434216,23.236868434217108,Dormant
C1352,3,112286.0,37428.666666666664,130,4.081632653061225,56.12106053026513,30.10134659166318,Low-Activity
C1354,1,4168.0,4168.0,0,0.0,2.035017508754377,1.0175087543771886,Dormant
C1355,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1356,1,57455.0,57455.0,0,0.0,28.691845922961477,14.345922961480738,Dormant
C1358,3,55542.0,18514.0,206,4.081632653061225,27.734867433716857,15.90825004338904,Dormant
C1359,1,79983.0,79983.0,0,0.0,39.961480740370185,19.980740370185092,Dormant
C1362,1,51013.0,51013.0,0,0.0,25.469234617308658,12.734617308654329,Dormant
C1363,1,59707.0,59707.0,0,0.0,29.818409204602304,14.909204602301152,Dormant
C1364,5,389890.0,77978.0,239,8.16326530612245,100.0,54.08163265306123,Active
C1365,2,72801.0,36400.5,199,2.0408163265306123,36.368684342171086,19.204750334350848,Dormant
C1368,1,11891.0,11891.0,0,0.0,5.898449224612306,2.949224612306153,Dormant
C1369,1,91262.0,91262.0,0,0.0,45.60380190095047,22.801900950475236,Dormant
C1370,2,70251.0,35125.5,253,2.0408163265306123,35.09304652326163,18.56693142489612,Dormant
C1371,2,198229.0,99114.5,106,2.0408163265306123,99.11405702851425,50.577436677522435,Active
C1372,2,27482.0,13741.0,103,2.0408163265306123,13.69784892446223,7.869332625496421,Dormant
C1374,1,70893.0,70893.0,0,0.0,35.414207103551774,17.707103551775887,Dormant
C1375,2,142037.0,71018.5,11,2.0408163265306123,71.0040020010005,36.52240916376556,Low-Activity
C1376,1,25854.0,25854.0,0,0.0,12.88344172086043,6.441720860430215,Dormant
C1378,2,53954.0,26977.0,130,2.0408163265306123,26.94047023511756,14.490643280824086,Dormant
C1382,3,118989.0,39663.0,344,4.081632653061225,59.47423711855928,31.777934885810254,Low-Activity
C1383,1,96756.0,96756.0,0,0.0,48.352176088044025,24.176088044022013,Dormant
C1384,1,69231.0,69231.0,0,0.0,34.582791395697846,17.291395697848923,Dormant
C1386,4,210098.0,52524.5,129,6.122448979591836,100.0,53.06122448979592,Active
C1389,1,13420.0,13420.0,0,0.0,6.663331665832917,3.3316658329164586,Dormant
C1390,3,119145.0,39715.0,148,4.081632653061225,59.55227613806904,31.816954395565133,Low-Activity
C1391,2,62352.0,31176.0,23,2.0408163265306123,31.141570785392698,16.591193555961656,Dormant
C1392,3,178766.0,59588.666666666664,218,4.081632653061225,89.37768884442221,46.729660748741715,Low-Activity
C1393,1,22688.0,22688.0,0,0.0,11.299649824912457,5.6498249124562285,Dormant
C1395,2,76600.0,38300.0,322,2.0408163265306123,38.26913456728364,20.154975446907127,Dormant
C1397,1,14207.0,14207.0,0,0.0,7.057028514257128,3.528514257128564,Dormant
C1400,2,137499.0,68749.5,30,2.0408163265306123,68.73386693346674,35.38734162999868,Low-Activity
C1402,1,69631.0,69631.0,0,0.0,34.78289144572286,17.39144572286143,Dormant
C1403,1,63653.0,63653.0,0,0.0,31.79239619809905,15.896198099049524,Dormant
C1404,4,120136.0,30034.0,339,6.122448979591836,60.04802401200601,33.085236495798924,Low-Activity
C1405,1,13193.0,13193.0,0,0.0,6.549774887443722,3.274887443721861,Dormant
C1406,3,223577.0,74525.66666666667,176,4.081632653061225,100.0,52.04081632653061,Active
C1412,1,58487.0,58487.0,0,0.0,29.208104052026012,14.604052026013006,Dormant
C1414,1,25083.0,25083.0,0,0.0,12.49774887443722,6.24887443721861,Dormant
C1415,1,58470.0,58470.0,0,0.0,29.19959979989995,14.599799899949975,Dormant
C1416,1,8136.0,8136.0,0,0.0,4.020010005002502,2.010005002501251,Dormant
C1417,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1418,1,21662.0,21662.0,0,0.0,10.7863931965983,5.39319659829915,Dormant
C1419,3,90664.0,30221.333333333332,76,4.081632653061225,45.30465232616308,24.693142489612153,Dormant
C1421,2,81503.0,40751.5,6,2.0408163265306123,40.72186093046523,21.38133862849792,Dormant
C1422,1,26352.0,26352.0,0,0.0,13.13256628314157,6.566283141570785,Dormant
C1423,1,50105.0,50105.0,0,0.0,25.015007503751875,12.507503751875937,Dormant
C1427,1,1517.0,1517.0,0,0.0,0.7088544272136068,0.3544272136068034,Dormant
C1430,1,69691.0,69691.0,0,0.0,34.81290645322661,17.406453226613305,Dormant
C1432,1,8959.0,8959.0,0,0.0,4.431715857928965,2.2158579289644824,Dormant
C1436,1,13052.0,13052.0,0,0.0,6.479239619809905,3.2396198099049527,Dormant
C1437,3,191519.0,63839.666666666664,173,4.081632653061225,95.75737868934468,49.91950567120295,Low-Activity
C1440,1,82522.0,82522.0,0,0.0,41.23161580790396,20.61580790395198,Dormant
C1441,2,96566.0,48283.0,37,2.0408163265306123,48.25712856428214,25.148972445406375,Low-Activity
C1442,2,85869.0,42934.5,91,2.0408163265306123,42.905952976488244,22.473384651509427,Dormant
C1443,1,12283.0,12283.0,0,0.0,6.0945472736368185,3.0472736368184092,Dormant
C1444,1,10195.0,10195.0,0,0.0,5.050025012506254,2.525012506253127,Dormant
C1445,1,62823.0,62823.0,0,0.0,31.377188594297152,15.688594297148576,Dormant
C1446,3,166296.0,55432.0,226,4.081632653061225,83.13956978489244,43.61060121897683,Low-Activity
C1448,1,24843.0,24843.0,0,0.0,12.377688844422211,6.188844422211106,Dormant
C1451,1,30370.0,30370.0,0,0.0,15.142571285642822,7.571285642821411,Dormant
C1452,1,73107.0,73107.0,0,0.0,36.52176088044022,18.26088044022011,Dormant
C1453,1,7139.0,7139.0,0,0.0,3.5212606303151572,1.7606303151575786,Dormant
C1454,1,79814.0,79814.0,0,0.0,39.87693846923462,19.93846923461731,Dormant
C1456,1,93050.0,93050.0,0,0.0,46.49824912456228,23.24912456228114,Dormant
C1458,1,69582.0,69582.0,0,0.0,34.7583791895948,17.3791895947974,Dormant
C1459,1,30314.0,30314.0,0,0.0,15.114557278639321,7.5572786393196605,Dormant
